loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0.4779,0.1682981252670288,3.310503432927322e-05,1.2629107981220657,68,,,,,,,,,
0.4578,0.171853169798851,3.263020935675043e-05,1.2816901408450705,69,,,,,,,,,
0.4402,0.17014582455158234,3.21523293055187e-05,1.300469483568075,70,,,,,,,,,
0.4535,0.1797843724489212,3.167158551517326e-05,1.3192488262910798,71,,,,,,,,,
0.4125,0.1839854121208191,3.118817047192907e-05,1.3380281690140845,72,,,,,,,,,
0.3797,0.17557458579540253,3.070227773155074e-05,1.3568075117370892,73,,,,,,,,,
0.4543,0.1756543517112732,3.021410184185427e-05,1.375586854460094,74,,,,,,,,,
0.401,0.17302972078323364,2.9723838264811545e-05,1.3943661971830985,75,,,,,,,,,
0.4192,0.18268024921417236,2.9231683298288853e-05,1.4131455399061033,76,,,,,,,,,
0.4277,0.16892969608306885,2.873783399745066e-05,1.431924882629108,77,,,,,,,,,
0.4448,0.18589255213737488,2.824248809586021e-05,1.4507042253521127,78,,,,,,,,,
0.4199,0.17175428569316864,2.774584392630849e-05,1.4694835680751175,79,,,,,,,,,
0.4108,0.18751586973667145,2.7248100341403247e-05,1.488262910798122,80,,,,,,,,,
,,,1.488262910798122,80,0.4164368808269501,10.7287,27.962,3.542,,,,,
0.386,0.1786666214466095,2.6749456633949932e-05,1.5070422535211268,81,,,,,,,,,
0.3905,0.19355075061321259,2.6250112457156296e-05,1.5258215962441315,82,,,,,,,,,
0.3945,0.16508367657661438,2.5750267744692786e-05,1.544600938967136,83,,,,,,,,,
0.4105,0.18968017399311066,2.5250122630640587e-05,1.563380281690141,84,,,,,,,,,
0.4486,0.18126551806926727,2.474987736935942e-05,1.5821596244131455,85,,,,,,,,,
0.4634,0.1827293336391449,2.4249732255307216e-05,1.6009389671361502,86,,,,,,,,,
0.4248,0.1813306361436844,2.374988754284371e-05,1.619718309859155,87,,,,,,,,,
0.4,0.18413682281970978,2.3250543366050074e-05,1.6384976525821595,88,,,,,,,,,
0.3477,0.17836056649684906,2.2751899658596755e-05,1.6572769953051645,89,,,,,,,,,
0.4105,0.17260493338108063,2.2254156073691518e-05,1.676056338028169,90,,,,,,,,,
0.3741,0.18393902480602264,2.1757511904139793e-05,1.6948356807511737,91,,,,,,,,,
0.4513,0.18124404549598694,2.1262166002549344e-05,1.7136150234741785,92,,,,,,,,,
0.4265,0.19159738719463348,2.0768316701711153e-05,1.732394366197183,93,,,,,,,,,
0.4236,0.1853194385766983,2.0276161735188458e-05,1.7511737089201878,94,,,,,,,,,
0.4078,0.18875648081302643,1.9785898158145738e-05,1.7699530516431925,95,,,,,,,,,
0.4186,0.19501124322414398,1.9297722268449264e-05,1.788732394366197,96,,,,,,,,,
0.3661,0.1699584573507309,1.8811829528070935e-05,1.807511737089202,97,,,,,,,,,
0.4456,0.18511776626110077,1.8328414484826745e-05,1.8262910798122065,98,,,,,,,,,
0.4321,0.1749153435230255,1.7847670694481307e-05,1.8450704225352113,99,,,,,,,,,
0.4307,0.2051575928926468,1.7369790643249573e-05,1.863849765258216,100,,,,,,,,,
,,,1.863849765258216,100,0.4079008102416992,10.721,27.982,3.544,,,,,
0.4541,0.1852613091468811,1.689496567072678e-05,1.8826291079812205,101,,,,,,,,,
0.4085,0.18330256640911102,1.6423385893277536e-05,1.9014084507042255,102,,,,,,,,,
0.4175,0.19817903637886047,1.5955240127914618e-05,1.92018779342723,103,,,,,,,,,
0.3916,0.18787522614002228,1.5490715816698077e-05,1.9389671361502347,104,,,,,,,,,
0.3673,0.20068185031414032,1.5029998951684828e-05,1.9577464788732395,105,,,,,,,,,
0.4035,0.18971170485019684,1.457327400045884e-05,1.976525821596244,106,,,,,,,,,
0.4103,0.1864173710346222,1.4120723832271665e-05,1.995305164319249,107,,,,,,,,,
0.2914,0.3775772750377655,1.3672529644823004e-05,2.0,108,,,,,,,,,
0.3659,0.1803353875875473,1.3228870891710443e-05,2.0187793427230045,109,,,,,,,,,
0.3667,0.18299414217472076,1.2789925210577647e-05,2.0375586854460095,110,,,,,,,,,
0.4419,0.1889335811138153,1.2355868351989509e-05,2.056338028169014,111,,,,,,,,,
0.4517,0.18719330430030823,1.1926874109063e-05,2.075117370892019,112,,,,,,,,,
0.4062,0.18087436258792877,1.1503114247881648e-05,2.0938967136150235,113,,,,,,,,,
0.4583,0.18717823922634125,1.1084758438721743e-05,2.112676056338028,114,,,,,,,,,
0.3784,0.17824216187000275,1.0671974188117572e-05,2.131455399061033,115,,,,,,,,,
0.4144,0.18956828117370605,1.026492677179311e-05,2.1502347417840375,116,,,,,,,,,
0.3648,0.2231609970331192,9.863779168486798e-06,2.169014084507042,117,,,,,,,,,
0.3801,0.20381595194339752,9.468691994696147e-06,2.187793427230047,118,,,,,,,,,
0.4355,0.18118423223495483,9.079823440368018e-06,2.2065727699530515,119,,,,,,,,,
0.4221,0.1925346553325653,8.697329205560625e-06,2.2253521126760565,120,,,,,,,,,
,,,2.2253521126760565,120,0.4036915600299835,10.7242,27.974,3.543,,,,,
0.4188,0.1835964024066925,8.32136243810233e-06,2.244131455399061,121,,,,,,,,,
0.3711,0.18950003385543823,7.952073672272465e-06,2.262910798122066,122,,,,,,,,,
0.4034,0.17721764743328094,7.58961076852846e-06,2.2816901408450705,123,,,,,,,,,
0.367,0.19118104875087738,7.2341188543036985e-06,2.300469483568075,124,,,,,,,,,
0.4763,0.20455381274223328,6.885740265899526e-06,2.31924882629108,125,,,,,,,,,
0.4429,0.20306673645973206,6.544614491494885e-06,2.3380281690140845,126,,,,,,,,,
0.3829,0.21076326072216034,6.210878115296267e-06,2.356807511737089,127,,,,,,,,,
0.397,0.18031258881092072,5.884664762850467e-06,2.375586854460094,128,,,,,,,,,
0.407,0.17745999991893768,5.566105047541847e-06,2.3943661971830985,129,,,,,,,,,
0.4611,0.18460668623447418,5.255326518295792e-06,2.4131455399061035,130,,,,,,,,,
0.395,0.20175720751285553,4.952453608509e-06,2.431924882629108,131,,,,,,,,,
0.418,0.18312622606754303,4.657607586227345e-06,2.4507042253521125,132,,,,,,,,,
0.3733,0.17213545739650726,4.370906505591007e-06,2.4694835680751175,133,,,,,,,,,
0.4079,0.1809605062007904,4.092465159566525e-06,2.488262910798122,134,,,,,,,,,
0.4238,0.19031059741973877,3.822395033984502e-06,2.507042253521127,135,,,,,,,,,
0.4255,0.18461495637893677,3.5608042629015707e-06,2.5258215962441315,136,,,,,,,,,
0.3537,0.18080218136310577,3.3077975853042703e-06,2.544600938967136,137,,,,,,,,,
0.3848,0.19090837240219116,3.0634763031723882e-06,2.563380281690141,138,,,,,,,,,
0.3616,0.1761695295572281,2.8279382409183598e-06,2.5821596244131455,139,,,,,,,,,
0.4308,0.18365222215652466,2.6012777062191547e-06,2.60093896713615,140,,,,,,,,,
,,,2.60093896713615,140,0.402015745639801,10.73,27.959,3.541,,,,,
0.4064,0.187354177236557,2.383585452256146e-06,2.619718309859155,141,,,,,,,,,
0.4165,0.2095293253660202,2.1749486413782437e-06,2.6384976525821595,142,,,,,,,,,
0.4074,0.1947704553604126,1.975450810202725e-06,2.6572769953051645,143,,,,,,,,,
0.4233,0.2018924057483673,1.7851718361678205e-06,2.676056338028169,144,,,,,,,,,
0.3963,0.18646632134914398,1.6041879055503473e-06,2.694835680751174,145,,,,,,,,,
0.4242,0.19120395183563232,1.432571482961345e-06,2.7136150234741785,146,,,,,,,,,
0.4019,0.1734495609998703,1.27039128233174e-06,2.732394366197183,147,,,,,,,,,
0.4283,0.1786707192659378,1.1177122393998374e-06,2.751173708920188,148,,,,,,,,,
0.3867,0.17145884037017822,9.745954857115102e-07,2.7699530516431925,149,,,,,,,,,
0.4937,0.20594985783100128,8.410983241436132e-07,2.788732394366197,150,,,,,,,,,
0.3885,0.18166151642799377,7.17274205960311e-07,2.807511737089202,151,,,,,,,,,
0.3958,0.19539333879947662,6.031727094116175e-07,2.8262910798122065,152,,,,,,,,,
0.3448,0.20429645478725433,4.988395198826157e-07,2.845070422535211,153,,,,,,,,,
0.3946,0.17920899391174316,4.0431641160139367e-07,2.863849765258216,154,,,,,,,,,
0.4099,0.1732199788093567,3.1964123091292595e-07,2.8826291079812205,155,,,,,,,,,
0.3669,0.20200617611408234,2.448478811257149e-07,2.9014084507042255,156,,,,,,,,,
0.3914,0.18151049315929413,1.7996630893712675e-07,2.92018779342723,157,,,,,,,,,
0.3856,0.18938997387886047,1.250224924429888e-07,2.938967136150235,158,,,,,,,,,
0.3506,0.18607637286186218,8.003843073612627e-08,2.9577464788732395,159,,,,,,,,,
0.3818,0.1924271434545517,4.503213509811088e-08,2.976525821596244,160,,,,,,,,,
,,,2.976525821596244,160,0.4017582833766937,10.7284,27.963,3.542,,,,,
0.4043,0.16280587017536163,2.0017621787671303e-08,2.995305164319249,161,,,,,,,,,
0.5163,0.5164251923561096,5.004906428685008e-09,3.0,162,,,,,,,,,
,,,3.0,162,,,,,553.1165,9.22,0.293,4.011240092398387e+16,0.4533522215522366
,,,3.0,162,0.4017582833766937,10.736,27.943,3.54,,,,,
